APMC,Commodity,Year,Month,arrivals_in_qtl,min_price,max_price,modal_price,date,district_name,state_name,quarter,combination_label
Indapur,pomegranate,2015,April,3133,1917,12300,5333.0,2015-04-01,Pune,Maharashtra,2,Indapur:pomegranate
Indapur,pomegranate,2015,May,708,1500,9000,2700.0,2015-05-01,Pune,Maharashtra,2,Indapur:pomegranate
Indapur,pomegranate,2015,June,16070,1225,9025,3008.0,2015-06-01,Pune,Maharashtra,2,Indapur:pomegranate
Indapur,pomegranate,2015,July,23505,1292,8092,2883.0,2015-07-01,Pune,Maharashtra,3,Indapur:pomegranate
Indapur,pomegranate,2015,August,25847,1754,9623,3438.0,2015-08-01,Pune,Maharashtra,3,Indapur:pomegranate
Indapur,pomegranate,2015,September,19371,2577,13223,4685.0,2015-09-01,Pune,Maharashtra,3,Indapur:pomegranate
Indapur,pomegranate,2015,October,17682,2264,13355,4909.0,2015-10-01,Pune,Maharashtra,4,Indapur:pomegranate
Indapur,pomegranate,2015,November,13522,1388,10338,3538.0,2015-11-01,Pune,Maharashtra,4,Indapur:pomegranate
Indapur,pomegranate,2015,December,25132,1571,11664,3129.0,2015-12-01,Pune,Maharashtra,4,Indapur:pomegranate
Indapur,pomegranate,2016,January,13481,1917,11842,3458.0,2016-01-01,Pune,Maharashtra,1,Indapur:pomegranate
Indapur,pomegranate,2016,February,14559,1985,12200,3262.0,2016-02-01,Pune,Maharashtra,1,Indapur:pomegranate
Indapur,pomegranate,2016,March,11294,1575,10775,2913.0,2016-03-01,Pune,Maharashtra,1,Indapur:pomegranate
Indapur,pomegranate,2016,April,16975,1120,9050,2170.0,2016-04-01,Pune,Maharashtra,2,Indapur:pomegranate
Indapur,pomegranate,2016,May,7448,958,10367,2259.0,2016-05-01,Pune,Maharashtra,2,Indapur:pomegranate
Indapur,pomegranate,2016,June,11856,1077,10631,2308.0,2016-06-01,Pune,Maharashtra,2,Indapur:pomegranate
Indapur,pomegranate,2016,July,11360,1050,10550,2510.0,2016-07-01,Pune,Maharashtra,3,Indapur:pomegranate
Indapur,pomegranate,2016,August,9897,2000,13464,3418.0,2016-08-01,Pune,Maharashtra,3,Indapur:pomegranate
Indapur,pomegranate,2016,September,7772,1963,19638,4188.0,2016-09-01,Pune,Maharashtra,3,Indapur:pomegranate
Indapur,pomegranate,2016,October,9096,1500,15360,3320.0,2016-10-01,Pune,Maharashtra,4,Indapur:pomegranate
Indapur,pomegranate,2016,November,14983,1743,16443,4143.0,2016-11-01,Pune,Maharashtra,4,Indapur:pomegranate
Indapur,onion,2014,November,1982,162,1229,763.0,2014-11-01,Pune,Maharashtra,4,Indapur:onion
Indapur,onion,2014,December,264,125,1206,700.0,2014-12-01,Pune,Maharashtra,4,Indapur:onion
Indapur,onion,2015,January,785,146,1398,948.0,2015-01-01,Pune,Maharashtra,1,Indapur:onion
Indapur,onion,2015,February,608,369,1631,1249.0,2015-02-01,Pune,Maharashtra,1,Indapur:onion
Indapur,onion,2015,March,818,320,1353,1057.0,2015-03-01,Pune,Maharashtra,1,Indapur:onion
Indapur,onion,2015,April,813,185,1054,800.0,2015-04-01,Pune,Maharashtra,2,Indapur:onion
Indapur,onion,2015,May,709,195,1219,773.0,2015-05-01,Pune,Maharashtra,2,Indapur:onion
Indapur,onion,2015,June,220,517,1696,1287.0,2015-06-01,Pune,Maharashtra,2,Indapur:onion
Indapur,onion,2015,July,120,1261,2188,1962.0,2015-07-01,Pune,Maharashtra,3,Indapur:onion
Indapur,onion,2015,August,13,2508,3375,2370.5,2015-08-01,Pune,Maharashtra,3,Indapur:onion
Indapur,onion,2015,September,222,1436,3200,2370.5,2015-09-01,Pune,Maharashtra,3,Indapur:onion
Indapur,onion,2015,October,1138,264,2704,1554.0,2015-10-01,Pune,Maharashtra,4,Indapur:onion
Indapur,onion,2015,November,1387,175,2417,1248.0,2015-11-01,Pune,Maharashtra,4,Indapur:onion
Indapur,onion,2015,December,626,112,1447,703.0,2015-12-01,Pune,Maharashtra,4,Indapur:onion
Indapur,onion,2016,January,598,102,1263,702.0,2016-01-01,Pune,Maharashtra,1,Indapur:onion
Indapur,onion,2016,February,292,150,1083,613.0,2016-02-01,Pune,Maharashtra,1,Indapur:onion
Indapur,onion,2016,March,525,126,620,363.0,2016-03-01,Pune,Maharashtra,1,Indapur:onion
Indapur,onion,2016,April,1396,108,608,347.0,2016-04-01,Pune,Maharashtra,2,Indapur:onion
Indapur,onion,2016,May,3093,107,692,353.0,2016-05-01,Pune,Maharashtra,2,Indapur:onion
Indapur,onion,2016,June,1323,109,865,435.0,2016-06-01,Pune,Maharashtra,2,Indapur:onion
Indapur,onion,2016,July,803,111,936,469.0,2016-07-01,Pune,Maharashtra,3,Indapur:onion
Indapur,onion,2016,August,2388,107,909,476.0,2016-08-01,Pune,Maharashtra,3,Indapur:onion
Indapur,onion,2016,November,946,100,900,525.0,2016-11-01,Pune,Maharashtra,4,Indapur:onion
Junnar,onion,2014,September,32441,1029,1793,1407.0,2014-09-01,Pune,Maharashtra,3,Junnar:onion
Junnar,onion,2014,October,28858,1275,1869,1581.0,2014-10-01,Pune,Maharashtra,4,Junnar:onion
Junnar,onion,2014,November,22851,1200,2235,1817.0,2014-11-01,Pune,Maharashtra,4,Junnar:onion
Junnar,onion,2014,December,1741,1170,2288,1738.0,2014-12-01,Pune,Maharashtra,4,Junnar:onion
Junnar,onion,2015,January,1503,704,1393,1057.0,2015-01-01,Pune,Maharashtra,1,Junnar:onion
Junnar,onion,2015,February,10136,750,1650,1263.0,2015-02-01,Pune,Maharashtra,1,Junnar:onion
Junnar,onion,2015,March,12974,743,1300,1000.0,2015-03-01,Pune,Maharashtra,1,Junnar:onion
Junnar,onion,2015,April,33640,514,1214,907.0,2015-04-01,Pune,Maharashtra,2,Junnar:onion
Junnar,onion,2015,May,41088,800,1943,1414.0,2015-05-01,Pune,Maharashtra,2,Junnar:onion
Junnar,onion,2015,June,36152,1150,2183,1767.0,2015-06-01,Pune,Maharashtra,2,Junnar:onion
Junnar,onion,2015,July,44212,1350,2631,2138.0,2015-07-01,Pune,Maharashtra,3,Junnar:onion
Junnar,onion,2015,August,31745,2563,5150,2929.25,2015-08-01,Pune,Maharashtra,3,Junnar:onion
Junnar,onion,2015,September,8221,3200,5420,2929.25,2015-09-01,Pune,Maharashtra,3,Junnar:onion
Junnar,onion,2015,October,11456,1800,3961,2929.25,2015-10-01,Pune,Maharashtra,4,Junnar:onion
Junnar,onion,2015,November,3046,2250,4588,2929.25,2015-11-01,Pune,Maharashtra,4,Junnar:onion
Junnar,onion,2015,December,8446,944,2026,1478.0,2015-12-01,Pune,Maharashtra,4,Junnar:onion
Junnar,onion,2016,January,10651,778,1629,1244.0,2016-01-01,Pune,Maharashtra,1,Junnar:onion
Junnar,onion,2016,February,15855,557,1217,1071.0,2016-02-01,Pune,Maharashtra,1,Junnar:onion
Junnar,onion,2016,March,16580,544,1026,961.0,2016-03-01,Pune,Maharashtra,1,Junnar:onion
Junnar,onion,2016,April,14481,493,964,907.0,2016-04-01,Pune,Maharashtra,2,Junnar:onion
Junnar,onion,2016,May,40452,480,990,915.0,2016-05-01,Pune,Maharashtra,2,Junnar:onion
Junnar,onion,2016,June,48128,567,1129,1039.0,2016-06-01,Pune,Maharashtra,2,Junnar:onion
Junnar,onion,2016,July,56822,575,1035,975.0,2016-07-01,Pune,Maharashtra,3,Junnar:onion
Junnar,onion,2016,August,41508,543,937,879.0,2016-08-01,Pune,Maharashtra,3,Junnar:onion
Junnar,onion,2016,September,44751,443,807,686.0,2016-09-01,Pune,Maharashtra,3,Junnar:onion
Junnar,onion,2016,October,81156,572,928,806.0,2016-10-01,Pune,Maharashtra,4,Junnar:onion
Junnar,onion,2016,November,41942,586,1273,1114.0,2016-11-01,Pune,Maharashtra,4,Junnar:onion
Manchar,coriander  ,2014,September,355443,218,1644,946.0,2014-09-01,Pune,Maharashtra,3,Manchar:coriander  
Manchar,coriander  ,2014,October,170373,344,2523,1434.0,2014-10-01,Pune,Maharashtra,4,Manchar:coriander  
Manchar,coriander  ,2014,November,719318,382,2418,1400.0,2014-11-01,Pune,Maharashtra,4,Manchar:coriander  
Manchar,coriander  ,2014,December,805480,368,1523,945.0,2014-12-01,Pune,Maharashtra,4,Manchar:coriander  
Manchar,coriander  ,2015,January,990086,456,626,371.0,2015-01-01,Pune,Maharashtra,1,Manchar:coriander  
Manchar,coriander  ,2015,February,549868,220,1294,757.0,2015-02-01,Pune,Maharashtra,1,Manchar:coriander  
Manchar,coriander  ,2015,March,614127,552,1600,1065.0,2015-03-01,Pune,Maharashtra,1,Manchar:coriander  
Manchar,coriander  ,2015,April,482934,246,1329,788.0,2015-04-01,Pune,Maharashtra,2,Manchar:coriander  
Manchar,coriander  ,2015,May,389318,543,2783,1657.0,2015-05-01,Pune,Maharashtra,2,Manchar:coriander  
Manchar,coriander  ,2015,June,220660,879,3572,2177.0,2015-06-01,Pune,Maharashtra,2,Manchar:coriander  
Manchar,coriander  ,2015,July,675391,319,1772,968.0,2015-07-01,Pune,Maharashtra,3,Manchar:coriander  
Manchar,coriander  ,2015,August,828656,287,2095,1094.0,2015-08-01,Pune,Maharashtra,3,Manchar:coriander  
Manchar,coriander  ,2015,September,356345,277,2829,1428.0,2015-09-01,Pune,Maharashtra,3,Manchar:coriander  
Manchar,coriander  ,2015,October,389017,332,1866,1235.0,2015-10-01,Pune,Maharashtra,4,Manchar:coriander  
Manchar,coriander  ,2015,November,950128,169,1086,786.0,2015-11-01,Pune,Maharashtra,4,Manchar:coriander  
Manchar,coriander  ,2015,December,983910,538,1770,1224.0,2015-12-01,Pune,Maharashtra,4,Manchar:coriander  
Manchar,coriander  ,2016,January,507293,924,2825,1915.0,2016-01-01,Pune,Maharashtra,1,Manchar:coriander  
Manchar,coriander  ,2016,February,145262,201,946,635.0,2016-02-01,Pune,Maharashtra,1,Manchar:coriander  
Manchar,methi (bhaji),2014,September,379359,670,2053,1360.0,2014-09-01,Pune,Maharashtra,3,Manchar:methi (bhaji)
Manchar,methi (bhaji),2014,October,274426,480,1669,1074.0,2014-10-01,Pune,Maharashtra,4,Manchar:methi (bhaji)
Manchar,methi (bhaji),2014,November,1000979,321,1471,895.0,2014-11-01,Pune,Maharashtra,4,Manchar:methi (bhaji)
Manchar,methi (bhaji),2014,December,1015698,295,971,637.0,2014-12-01,Pune,Maharashtra,4,Manchar:methi (bhaji)
Manchar,methi (bhaji),2015,January,1410555,146,583,364.0,2015-01-01,Pune,Maharashtra,1,Manchar:methi (bhaji)
Manchar,methi (bhaji),2015,February,626211,222,843,532.0,2015-02-01,Pune,Maharashtra,1,Manchar:methi (bhaji)
Manchar,methi (bhaji),2015,March,457682,509,1446,977.0,2015-03-01,Pune,Maharashtra,1,Manchar:methi (bhaji)
Manchar,methi (bhaji),2015,April,349843,436,1452,944.0,2015-04-01,Pune,Maharashtra,2,Manchar:methi (bhaji)
Manchar,methi (bhaji),2015,May,168881,844,2216,1530.0,2015-05-01,Pune,Maharashtra,2,Manchar:methi (bhaji)
Manchar,methi (bhaji),2015,June,168825,1083,2247,1677.0,2015-06-01,Pune,Maharashtra,2,Manchar:methi (bhaji)
Manchar,methi (bhaji),2015,July,470297,581,1697,1021.0,2015-07-01,Pune,Maharashtra,3,Manchar:methi (bhaji)
Manchar,methi (bhaji),2015,August,668613,466,1764,1026.0,2015-08-01,Pune,Maharashtra,3,Manchar:methi (bhaji)
Manchar,methi (bhaji),2015,September,368332,555,2114,1306.0,2015-09-01,Pune,Maharashtra,3,Manchar:methi (bhaji)
Manchar,methi (bhaji),2015,October,587265,680,2405,1678.0,2015-10-01,Pune,Maharashtra,4,Manchar:methi (bhaji)
Manchar,methi (bhaji),2015,November,1450254,228,1019,778.0,2015-11-01,Pune,Maharashtra,4,Manchar:methi (bhaji)
Manchar,methi (bhaji),2015,December,763003,825,1840,1274.0,2015-12-01,Pune,Maharashtra,4,Manchar:methi (bhaji)
Manchar,methi (bhaji),2016,January,1083780,463,1679,1090.0,2016-01-01,Pune,Maharashtra,1,Manchar:methi (bhaji)
Manchar,methi (bhaji),2016,February,224640,151,523,350.0,2016-02-01,Pune,Maharashtra,1,Manchar:methi (bhaji)
Manchar,shepu,2014,September,160306,322,889,605.0,2014-09-01,Pune,Maharashtra,3,Manchar:shepu
Manchar,shepu,2014,October,59609,334,695,514.0,2014-10-01,Pune,Maharashtra,4,Manchar:shepu
Manchar,shepu,2014,November,112246,442,996,728.0,2014-11-01,Pune,Maharashtra,4,Manchar:shepu
Manchar,shepu,2014,December,46987,491,762,626.0,2014-12-01,Pune,Maharashtra,4,Manchar:shepu
Manchar,shepu,2015,January,42451,198,370,284.0,2015-01-01,Pune,Maharashtra,1,Manchar:shepu
Manchar,shepu,2015,February,18539,184,243,213.0,2015-02-01,Pune,Maharashtra,1,Manchar:shepu
Manchar,shepu,2015,March,7325,310,435,372.0,2015-03-01,Pune,Maharashtra,1,Manchar:shepu
Manchar,shepu,2015,April,8507,664,807,735.0,2015-04-01,Pune,Maharashtra,2,Manchar:shepu
Manchar,shepu,2015,May,5404,1176,1210,1193.0,2015-05-01,Pune,Maharashtra,2,Manchar:shepu
Manchar,shepu,2015,June,20040,1414,1687,1318.25,2015-06-01,Pune,Maharashtra,2,Manchar:shepu
Manchar,shepu,2015,July,150539,602,958,749.0,2015-07-01,Pune,Maharashtra,3,Manchar:shepu
Manchar,shepu,2015,August,286156,293,807,495.0,2015-08-01,Pune,Maharashtra,3,Manchar:shepu
Manchar,shepu,2015,September,101884,415,1172,750.0,2015-09-01,Pune,Maharashtra,3,Manchar:shepu
Manchar,shepu,2015,October,45782,834,1504,1192.0,2015-10-01,Pune,Maharashtra,4,Manchar:shepu
Manchar,shepu,2015,November,53567,566,790,699.0,2015-11-01,Pune,Maharashtra,4,Manchar:shepu
Manchar,shepu,2015,December,183907,354,741,537.0,2015-12-01,Pune,Maharashtra,4,Manchar:shepu
Manchar,shepu,2016,January,44975,587,1181,910.0,2016-01-01,Pune,Maharashtra,1,Manchar:shepu
Manchar,shepu,2016,February,8615,327,581,439.0,2016-02-01,Pune,Maharashtra,1,Manchar:shepu
Manchar,shepu,2016,June,2890,2048,2438,1318.25,2016-06-01,Pune,Maharashtra,2,Manchar:shepu
Nira,jaggery,2014,November,1908,3126,3377,3247.0,2014-11-01,Pune,Maharashtra,4,Nira:jaggery
Nira,jaggery,2014,December,1997,3267,3650,3452.0,2014-12-01,Pune,Maharashtra,4,Nira:jaggery
Nira,jaggery,2015,January,3006,3029,3668,3377.0,2015-01-01,Pune,Maharashtra,1,Nira:jaggery
Nira,jaggery,2015,February,2968,2593,3061,2834.0,2015-02-01,Pune,Maharashtra,1,Nira:jaggery
Nira,jaggery,2015,March,1306,2825,3105,3006.0,2015-03-01,Pune,Maharashtra,1,Nira:jaggery
Nira,jaggery,2015,April,1267,2925,3175,3050.0,2015-04-01,Pune,Maharashtra,2,Nira:jaggery
Nira,jaggery,2015,May,977,2850,3067,2958.0,2015-05-01,Pune,Maharashtra,2,Nira:jaggery
Nira,jaggery,2015,June,2258,3007,3216,3111.0,2015-06-01,Pune,Maharashtra,2,Nira:jaggery
Nira,jaggery,2015,July,2513,2917,3095,3005.0,2015-07-01,Pune,Maharashtra,3,Nira:jaggery
Nira,jaggery,2015,August,2489,2553,2798,2675.0,2015-08-01,Pune,Maharashtra,3,Nira:jaggery
Nira,jaggery,2015,September,3043,2795,3066,2927.0,2015-09-01,Pune,Maharashtra,3,Nira:jaggery
Nira,jaggery,2015,October,2348,2913,3151,3013.0,2015-10-01,Pune,Maharashtra,4,Nira:jaggery
Nira,jaggery,2015,November,1713,2825,3172,2998.0,2015-11-01,Pune,Maharashtra,4,Nira:jaggery
Nira,jaggery,2015,December,2789,2809,3109,2962.0,2015-12-01,Pune,Maharashtra,4,Nira:jaggery
Nira,jaggery,2016,January,2088,2974,3329,3137.0,2016-01-01,Pune,Maharashtra,1,Nira:jaggery
Nira,jaggery,2016,February,2554,2866,3164,3015.0,2016-02-01,Pune,Maharashtra,1,Nira:jaggery
Nira,jaggery,2016,March,2198,2979,3234,3106.0,2016-03-01,Pune,Maharashtra,1,Nira:jaggery
Nira,jaggery,2016,April,1952,3352,3998,3673.0,2016-04-01,Pune,Maharashtra,2,Nira:jaggery
Nira,jaggery,2016,May,1951,3529,4281,3905.0,2016-05-01,Pune,Maharashtra,2,Nira:jaggery
Nira,jaggery,2016,June,2315,3633,4083,3858.0,2016-06-01,Pune,Maharashtra,2,Nira:jaggery
Nira,jaggery,2016,July,1583,3738,4312,4025.0,2016-07-01,Pune,Maharashtra,3,Nira:jaggery
Nira,jaggery,2016,August,2606,4006,4697,4355.0,2016-08-01,Pune,Maharashtra,3,Nira:jaggery
Nira,jaggery,2016,September,2320,3609,4208,3909.0,2016-09-01,Pune,Maharashtra,3,Nira:jaggery
Nira,jaggery,2016,October,2420,3761,4293,4026.0,2016-10-01,Pune,Maharashtra,4,Nira:jaggery
Nira,jaggery,2016,November,1236,3447,3934,3691.0,2016-11-01,Pune,Maharashtra,4,Nira:jaggery
Pune,bajri,2014,September,501,1815,2053,1932.0,2014-09-01,Pune,Maharashtra,3,Pune:bajri
Pune,bajri,2014,October,1095,2142,3196,2669.0,2014-10-01,Pune,Maharashtra,4,Pune:bajri
Pune,bajri,2014,November,413,1727,2062,1894.0,2014-11-01,Pune,Maharashtra,4,Pune:bajri
Pune,bajri,2014,December,1398,1703,2121,1912.0,2014-12-01,Pune,Maharashtra,4,Pune:bajri
Pune,bajri,2015,January,1255,1668,2009,1839.0,2015-01-01,Pune,Maharashtra,1,Pune:bajri
Pune,bajri,2015,February,341,1768,2014,1891.0,2015-02-01,Pune,Maharashtra,1,Pune:bajri
Pune,bajri,2015,March,135,1720,1975,1848.0,2015-03-01,Pune,Maharashtra,1,Pune:bajri
Pune,bajri,2015,April,146,1819,2069,1944.0,2015-04-01,Pune,Maharashtra,2,Pune:bajri
Pune,bajri,2015,May,70,1657,1904,1781.0,2015-05-01,Pune,Maharashtra,2,Pune:bajri
Pune,bajri,2015,June,114,1628,1887,1767.0,2015-06-01,Pune,Maharashtra,2,Pune:bajri
Pune,bajri,2015,July,521,1688,1935,1865.0,2015-07-01,Pune,Maharashtra,3,Pune:bajri
Pune,bajri,2015,August,181,1871,2054,1996.0,2015-08-01,Pune,Maharashtra,3,Pune:bajri
Pune,bajri,2015,September,183,1773,1982,1920.0,2015-09-01,Pune,Maharashtra,3,Pune:bajri
Pune,bajri,2015,October,642,1758,1942,1885.0,2015-10-01,Pune,Maharashtra,4,Pune:bajri
Pune,bajri,2015,November,523,1860,2024,1967.0,2015-11-01,Pune,Maharashtra,4,Pune:bajri
Pune,bajri,2015,December,1261,1942,2188,2120.0,2015-12-01,Pune,Maharashtra,4,Pune:bajri
Pune,bajri,2016,January,1129,1760,2070,1988.0,2016-01-01,Pune,Maharashtra,1,Pune:bajri
Pune,bajri,2016,February,1742,1879,2111,2044.0,2016-02-01,Pune,Maharashtra,1,Pune:bajri
Pune,bajri,2016,March,1711,1986,2193,2137.0,2016-03-01,Pune,Maharashtra,1,Pune:bajri
Pune,bajri,2016,April,576,2155,2282,2251.0,2016-04-01,Pune,Maharashtra,2,Pune:bajri
Pune,bajri,2016,May,3292,2143,2286,2251.0,2016-05-01,Pune,Maharashtra,2,Pune:bajri
Pune,bajri,2016,June,4031,2098,2286,2229.0,2016-06-01,Pune,Maharashtra,2,Pune:bajri
Pune,bajri,2016,July,1473,2156,2351,2297.0,2016-07-01,Pune,Maharashtra,3,Pune:bajri
Pune,bajri,2016,August,803,2108,2410,2299.0,2016-08-01,Pune,Maharashtra,3,Pune:bajri
Pune,bajri,2016,September,382,2120,2393,2293.0,2016-09-01,Pune,Maharashtra,3,Pune:bajri
Pune,bajri,2016,October,882,2024,2258,2176.0,2016-10-01,Pune,Maharashtra,4,Pune:bajri
Pune,bajri,2016,November,3257,2126,2415,2313.0,2016-11-01,Pune,Maharashtra,4,Pune:bajri
Pune,wheat(husked),2014,September,14940,1906,2164,2071.25,2014-09-01,Pune,Maharashtra,3,Pune:wheat(husked)
Pune,wheat(husked),2014,October,12142,1803,2043,2071.25,2014-10-01,Pune,Maharashtra,4,Pune:wheat(husked)
Pune,wheat(husked),2014,November,16194,2127,2556,2341.0,2014-11-01,Pune,Maharashtra,4,Pune:wheat(husked)
Pune,wheat(husked),2014,December,20709,2250,2628,2439.0,2014-12-01,Pune,Maharashtra,4,Pune:wheat(husked)
Pune,wheat(husked),2015,January,12777,2175,2567,2370.0,2015-01-01,Pune,Maharashtra,1,Pune:wheat(husked)
Pune,wheat(husked),2015,February,16674,2163,2567,2365.0,2015-02-01,Pune,Maharashtra,1,Pune:wheat(husked)
Pune,wheat(husked),2015,March,18676,2190,2585,2387.0,2015-03-01,Pune,Maharashtra,1,Pune:wheat(husked)
Pune,wheat(husked),2015,April,15996,2316,2806,2556.0,2015-04-01,Pune,Maharashtra,2,Pune:wheat(husked)
Pune,wheat(husked),2015,May,10370,2194,2695,2444.0,2015-05-01,Pune,Maharashtra,2,Pune:wheat(husked)
Pune,wheat(husked),2015,June,7660,2086,2757,2488.0,2015-06-01,Pune,Maharashtra,2,Pune:wheat(husked)
Pune,wheat(husked),2015,July,7539,2237,2758,2579.0,2015-07-01,Pune,Maharashtra,3,Pune:wheat(husked)
Pune,wheat(husked),2015,August,6408,2134,2671,2462.0,2015-08-01,Pune,Maharashtra,3,Pune:wheat(husked)
Pune,wheat(husked),2015,September,7507,2208,2650,2500.0,2015-09-01,Pune,Maharashtra,3,Pune:wheat(husked)
Pune,wheat(husked),2015,October,6866,2249,2721,2544.0,2015-10-01,Pune,Maharashtra,4,Pune:wheat(husked)
Pune,wheat(husked),2015,November,5695,2290,2877,2632.0,2015-11-01,Pune,Maharashtra,4,Pune:wheat(husked)
Pune,wheat(husked),2015,December,7344,2191,2698,2538.0,2015-12-01,Pune,Maharashtra,4,Pune:wheat(husked)
Pune,wheat(husked),2016,January,5083,1926,2274,2168.0,2016-01-01,Pune,Maharashtra,1,Pune:wheat(husked)
Pune,wheat(husked),2016,February,10432,2009,2456,2333.0,2016-02-01,Pune,Maharashtra,1,Pune:wheat(husked)
Pune,wheat(husked),2016,March,10816,2039,2470,2347.0,2016-03-01,Pune,Maharashtra,1,Pune:wheat(husked)
Pune,wheat(husked),2016,April,7676,2299,2621,2520.0,2016-04-01,Pune,Maharashtra,2,Pune:wheat(husked)
Pune,wheat(husked),2016,May,12072,2084,2392,2300.0,2016-05-01,Pune,Maharashtra,2,Pune:wheat(husked)
Pune,wheat(husked),2016,June,9912,2008,2290,2204.0,2016-06-01,Pune,Maharashtra,2,Pune:wheat(husked)
Pune,wheat(husked),2016,July,7275,2041,2529,2419.0,2016-07-01,Pune,Maharashtra,3,Pune:wheat(husked)
Pune,wheat(husked),2016,August,7235,2123,2525,2379.0,2016-08-01,Pune,Maharashtra,3,Pune:wheat(husked)
Pune,wheat(husked),2016,September,5482,2157,2437,2336.0,2016-09-01,Pune,Maharashtra,3,Pune:wheat(husked)
Pune,wheat(husked),2016,October,4547,2151,2401,2309.0,2016-10-01,Pune,Maharashtra,4,Pune:wheat(husked)
Pune,wheat(husked),2016,November,4225,2497,2832,2698.0,2016-11-01,Pune,Maharashtra,4,Pune:wheat(husked)
Pune,sorgum(jawar),2014,September,7336,2535,2872,2702.0,2014-09-01,Pune,Maharashtra,3,Pune:sorgum(jawar)
Pune,sorgum(jawar),2014,October,6577,2472,2897,2684.0,2014-10-01,Pune,Maharashtra,4,Pune:sorgum(jawar)
Pune,sorgum(jawar),2014,November,9107,2669,3067,2886.0,2014-11-01,Pune,Maharashtra,4,Pune:sorgum(jawar)
Pune,sorgum(jawar),2014,December,10322,2478,2904,2691.0,2014-12-01,Pune,Maharashtra,4,Pune:sorgum(jawar)
Pune,sorgum(jawar),2015,January,7290,2434,3000,2708.0,2015-01-01,Pune,Maharashtra,1,Pune:sorgum(jawar)
Pune,sorgum(jawar),2015,February,8042,2346,2863,2602.0,2015-02-01,Pune,Maharashtra,1,Pune:sorgum(jawar)
Pune,sorgum(jawar),2015,March,8029,2255,2816,2535.0,2015-03-01,Pune,Maharashtra,1,Pune:sorgum(jawar)
Pune,sorgum(jawar),2015,April,7517,2395,2877,2636.0,2015-04-01,Pune,Maharashtra,2,Pune:sorgum(jawar)
Pune,sorgum(jawar),2015,May,7447,2336,2736,2536.0,2015-05-01,Pune,Maharashtra,2,Pune:sorgum(jawar)
Pune,sorgum(jawar),2015,June,6229,2327,2696,2527.0,2015-06-01,Pune,Maharashtra,2,Pune:sorgum(jawar)
Pune,sorgum(jawar),2015,July,6412,2463,2842,2721.0,2015-07-01,Pune,Maharashtra,3,Pune:sorgum(jawar)
Pune,sorgum(jawar),2015,August,5639,2560,2893,2773.0,2015-08-01,Pune,Maharashtra,3,Pune:sorgum(jawar)
Pune,sorgum(jawar),2015,September,5293,2476,2848,2716.0,2015-09-01,Pune,Maharashtra,3,Pune:sorgum(jawar)
Pune,sorgum(jawar),2015,October,6562,2390,2756,2630.0,2015-10-01,Pune,Maharashtra,4,Pune:sorgum(jawar)
Pune,sorgum(jawar),2015,November,5715,2672,3006,2886.0,2015-11-01,Pune,Maharashtra,4,Pune:sorgum(jawar)
Pune,sorgum(jawar),2015,December,7476,2475,2880,2778.0,2015-12-01,Pune,Maharashtra,4,Pune:sorgum(jawar)
Pune,sorgum(jawar),2016,January,6992,2285,2724,2620.0,2016-01-01,Pune,Maharashtra,1,Pune:sorgum(jawar)
Pune,sorgum(jawar),2016,February,13135,2390,2710,2618.0,2016-02-01,Pune,Maharashtra,1,Pune:sorgum(jawar)
Pune,sorgum(jawar),2016,March,13391,2561,2844,2769.0,2016-03-01,Pune,Maharashtra,1,Pune:sorgum(jawar)
Pune,sorgum(jawar),2016,April,5590,2541,2856,2759.0,2016-04-01,Pune,Maharashtra,2,Pune:sorgum(jawar)
Pune,sorgum(jawar),2016,May,5855,2270,2520,2451.0,2016-05-01,Pune,Maharashtra,2,Pune:sorgum(jawar)
Pune,sorgum(jawar),2016,June,4173,2276,2507,2436.0,2016-06-01,Pune,Maharashtra,2,Pune:sorgum(jawar)
Pune,sorgum(jawar),2016,July,9742,2628,2988,2878.0,2016-07-01,Pune,Maharashtra,3,Pune:sorgum(jawar)
Pune,sorgum(jawar),2016,August,10304,2876,3128,3010.25,2016-08-01,Pune,Maharashtra,3,Pune:sorgum(jawar)
Pune,sorgum(jawar),2016,September,9181,2602,2924,2781.0,2016-09-01,Pune,Maharashtra,3,Pune:sorgum(jawar)
Pune,sorgum(jawar),2016,October,12183,2513,2858,2734.0,2016-10-01,Pune,Maharashtra,4,Pune:sorgum(jawar)
Pune,sorgum(jawar),2016,November,13870,2804,3072,2973.0,2016-11-01,Pune,Maharashtra,4,Pune:sorgum(jawar)
Pune,maize,2014,September,845,1540,1677,1610.0,2014-09-01,Pune,Maharashtra,3,Pune:maize
Pune,maize,2014,October,757,2534,1548,1497.0,2014-10-01,Pune,Maharashtra,4,Pune:maize
Pune,maize,2014,November,1380,1426,1567,1498.0,2014-11-01,Pune,Maharashtra,4,Pune:maize
Pune,maize,2014,December,1596,1432,1504,1468.0,2014-12-01,Pune,Maharashtra,4,Pune:maize
Pune,maize,2015,January,873,1416,1531,1472.0,2015-01-01,Pune,Maharashtra,1,Pune:maize
Pune,maize,2015,February,1100,1424,1466,1446.0,2015-02-01,Pune,Maharashtra,1,Pune:maize
Pune,maize,2015,March,687,1434,1520,1477.0,2015-03-01,Pune,Maharashtra,1,Pune:maize
Pune,maize,2015,April,703,1427,1463,1445.0,2015-04-01,Pune,Maharashtra,2,Pune:maize
